c FILE			: graphs/g_1000_43.txt
a 848 855 90
a 219 226 98
a 98 847 97
a 917 636 95
a 331 758 94
a 554 55 94
a 847 895 95
a 384 167 93
a 648 133 93
a 188 680 96
a 532 407 99
a 134 411 98
a 2 752 90
a 251 259 94
a 713 637 93
a 258 167 96
a 831 691 98
a 566 66 93
a 101 594 91
a 992 392 91
a 511 847 99
a 63 359 92
a 55 48 92
a 142 141 96
a 203 133 98
a 386 949 99
a 761 910 98
a 97 191 95
a 292 4 93
a 11 505 90
a 238 423 97
a 32 532 97
a 32 157 90
a 854 542 97
a 1 78 99
a 9 157 93
a 85 71 90
a 160 136 98
a 688 883 91
a 258 8 98
a 821 71 93
a 102 383 95
a 627 876 95
a 273 276 95
a 609 504 97
a 254 172 93
a 376 304 97
a 316 67 93
a 285 43 92
a 8 509 98
a 129 244 96
a 379 432 96
a 948 634 94
a 941 710 96
a 23 129 92
a 344 282 97
a 726 366 99
a 362 605 94
a 5 137 93
a 136 229 92
a 588 769 94
a 360 332 99
a 1 672 94
a 980 602 94
a 157 165 91
a 512 259 96
a 469 844 96
a 20 520 94
a 758 898 99
a 286 786 95
a 50 542 95
a 313 347 92
a 673 742 96
a 995 980 98
a 758 688 95
a 220 642 93
a 473 255 93
a 946 461 97
a 626 270 91
a 157 661 95
a 328 81 92
a 328 616 90
a 58 110 95
a 769 267 91
a 821 942 93
a 792 932 93
a 645 550 91
a 81 255 96
a 199 324 97
a 823 570 90
a 410 441 90
a 188 126 93
a 953 938 94
a 39 54 96
a 895 20 95
a 316 345 97
a 282 759 91
a 95 102 90
a 566 942 99
a 814 126 94
a 425 300 98
a 126 191 98
a 766 773 96
a 251 629 97
a 581 707 95
a 188 719 99
a 773 851 92
a 783 285 98
a 682 657 91
a 501 259 94
a 314 63 95
a 619 573 98
a 168 664 94
a 51 554 95
a 267 126 92
a 879 886 91
a 11 50 90
a 954 449 94
a 726 664 94
a 8 547 92
a 95 67 97
a 16 501 93
a 945 758 90
a 251 188 98
a 223 4 94
a 9 196 94
a 165 39 95
a 585 81 97
a 255 918 95
a 23 35 92
a 144 252 92
a 699 74 98
a 727 992 99
a 516 519 92
a 47 63 95
a 460 448 93
a 223 2 91
a 112 586 95
a 8 2 98
a 805 536 94
a 66 54 93
a 32 972 96
a 324 86 97
a 838 839 92
a 751 786 95
a 804 526 99
a 519 50 92
a 4 198 92
a 376 254 97
a 485 504 96
a 16 78 97
a 470 411 98
a 429 399 95
a 161 160 93
a 703 734 93
a 941 689 93
a 160 161 94
a 151 925 99
a 292 274 95
a 741 737 97
a 844 50 99
a 24 12 94
a 516 816 96
a 136 198 98
a 699 196 97
a 48 126 92
a 259 283 97
a 597 730 99
a 229 165 98
a 157 910 92
a 667 660 90
a 50 629 98
a 182 710 99
a 894 509 92
a 301 12 99
a 32 33 94
a 351 789 98
a 578 813 96
a 814 689 91
a 347 785 93
a 554 539 92
a 258 261 93
a 945 407 92
a 254 269 93
a 88 335 95
a 51 58 95
a 324 67 95
a 675 925 93
a 550 55 97
a 504 578 94
a 127 5 97
a 933 308 98
a 32 126 98
a 517 767 99
a 407 782 90
a 627 145 93
a 605 112 91
a 152 12 92
a 391 289 90
a 604 539 95
a 581 835 92
a 254 789 99
a 101 157 97
a 40 36 99
a 1 129 98
a 141 680 96
a 563 144 91
a 63 70 90
a 164 88 97
a 262 57 90
a 422 783 93
a 508 877 96
a 698 464 99
a 594 644 91
a 188 47 99
a 66 446 91
a 48 376 90
a 517 644 94
a 574 564 99
a 71 196 90
a 70 526 92
a 308 301 93
a 884 946 97
a 508 626 99
a 119 165 90
a 64 347 94
a 901 863 94
a 689 439 95
a 517 266 98
a 1 252 92
a 829 609 99
a 675 741 96
a 661 629 93
a 719 172 91
a 316 269 93
a 425 379 99
a 51 94 95
a 289 612 93
a 144 175 95
a 11 512 98
a 512 394 92
a 134 752 95
a 877 442 98
a 454 292 97
a 738 511 96
a 48 101 93
a 136 995 99
a 707 519 93
a 85 582 91
a 383 376 91
a 129 5 97
a 774 836 93
a 32 2 97
a 442 479 92
a 134 377 93
a 751 509 95
a 636 946 94
a 675 661 97
a 172 234 94
a 1 23 98
a 321 820 98
a 759 886 95
a 722 976 97
a 550 551 90
a 883 160 99
a 321 251 95
a 305 399 90
a 573 566 92
a 259 884 92
a 4 566 93
a 851 792 91
a 344 987 98
a 509 511 95
a 151 198 97
a 379 504 99
a 270 504 98
a 50 612 96
a 1 78 93
a 566 604 93
a 377 892 90
a 761 504 96
a 679 501 94
a 261 198 97
a 578 145 93
a 581 550 94
a 384 417 97
a 594 782 92
a 180 55 96
a 629 511 92
a 1 266 97
a 945 695 99
a 23 50 96
a 9 86 99
a 1 126 93
a 820 316 90
a 126 142 95
a 711 899 97
a 661 642 94
a 742 711 91
a 40 8 97
a 258 1 92
a 910 925 91
a 370 558 98
a 259 27 90
a 558 543 91
a 324 71 97
a 762 836 90
a 651 144 99
a 273 27 98
a 328 456 99
a 316 160 94
a 338 321 98
a 449 71 98
a 536 995 90
a 680 683 95
a 399 776 98
a 519 24 99
a 267 367 94
a 2 692 94
a 729 191 95
a 380 377 94
a 786 923 96
a 63 112 93
a 1 27 98
a 189 5 95
a 180 668 97
a 97 255 92
a 581 797 93
a 130 191 90
a 519 210 96
a 657 142 92
a 203 74 93
a 703 88 91
a 445 379 98
a 508 554 97
a 523 439 98
a 441 394 90
a 502 634 97
a 148 946 95
a 267 98 95
a 816 844 98
a 73 543 90
a 658 657 97
a 300 292 93
a 40 47 99
a 94 441 92
a 884 877 97
a 145 126 99
a 484 441 92
a 376 254 91
a 722 629 94
a 252 758 93
a 511 879 96
a 751 290 96
a 418 542 94
a 42 536 90
a 289 633 94
a 9 105 90
a 23 35 94
a 386 963 95
a 751 754 99
a 454 348 95
a 564 5 99
a 180 429 97
a 220 658 92
a 957 85 97
a 673 189 96
a 266 564 93
a 258 11 98
a 720 610 96
a 973 783 97
a 532 773 99
a 35 160 97
a 598 35 97
a 269 270 94
a 222 699 99
a 42 35 94
a 8 63 93
a 563 313 91
a 949 895 97
a 203 192 91
a 110 203 91
a 867 673 97
a 133 4 91
a 1 579 98
a 32 158 99
a 532 539 91
a 1 386 93
a 504 629 94
a 267 300 99
a 94 157 91
a 862 956 91
a 73 636 96
a 157 376 93
a 814 329 99
a 415 359 90
a 43 359 92
a 807 39 94
a 189 188 94
a 820 85 98
a 304 47 92
a 344 188 95
a 110 367 98
a 112 219 98
a 142 649 94
a 145 204 99
a 512 536 93
a 81 369 98
a 331 737 96
a 783 252 94
a 969 720 91
a 241 172 91
a 706 441 90
a 35 136 93
a 266 770 96
a 485 563 97
a 2 164 98
a 191 703 90
a 862 64 95
a 563 316 94
a 480 40 97
a 570 804 93
a 8 509 99
a 304 394 96
a 627 626 91
a 16 298 98
a 821 845 95
a 941 535 90
a 769 129 93
a 101 502 97
a 43 42 90
a 536 845 93
a 157 234 91
a 198 19 96
a 851 104 91
a 2 555 93
a 148 16 97
a 24 126 93
a 189 316 93
a 563 376 97
a 866 445 99
a 324 16 96
a 555 48 91
a 501 651 95
a 258 9 91
a 20 270 97
a 79 81 92
a 813 399 99
a 769 751 95
a 533 300 90
a 40 43 96
a 540 543 94
a 9 383 93
a 470 376 96
a 95 63 97
a 532 823 93
a 567 714 96
a 251 63 99
a 766 282 98
a 180 191 93
a 71 9 90
a 67 755 90
a 752 20 99
a 105 101 93
a 144 11 98
a 667 276 90
a 554 870 99
a 629 642 94
a 290 970 94
a 594 195 98
a 512 754 96
a 453 144 98
a 688 519 90
a 602 945 97
a 261 917 91
a 704 141 90
a 597 269 92
a 680 142 99
a 48 345 97
a 792 807 92
a 679 352 99
a 816 598 92
a 630 141 90
a 220 102 94
a 35 484 98
a 501 266 92
a 148 207 94
a 16 12 97
a 379 636 94
a 70 1 94
a 642 270 93
a 192 136 92
a 597 604 97
a 273 300 99
a 199 977 98
a 610 64 92
a 19 152 94
a 848 604 91
a 612 848 97
a 134 832 93
a 297 234 94
a 267 547 98
a 429 283 99
a 783 536 99
a 984 953 97
a 320 70 90
a 359 220 90
a 567 751 97
a 918 696 94
a 344 407 92
a 824 949 94
a 317 189 96
a 501 516 96
a 953 737 97
a 43 11 90
a 54 258 90
a 70 229 98
a 57 773 92
a 516 773 94
a 297 376 94
a 597 300 94
a 126 532 96
a 199 192 94
a 887 11 99
a 86 516 98
a 516 706 94
a 297 844 90
a 548 594 92
a 314 5 98
a 782 758 98
a 679 932 92
a 828 759 99
a 57 511 91
a 301 411 95
a 398 887 91
a 335 259 99
a 104 847 98
a 35 161 96
a 5 19 92
a 152 207 97
a 820 898 92
a 512 262 93
a 667 148 94
a 473 192 91
a 766 894 92
a 32 657 94
a 134 508 95
a 532 658 99
a 104 88 94
a 314 491 95
a 332 82 98
a 220 470 97
a 351 285 92
a 758 266 96
a 886 129 95
a 5 67 98
a 401 399 92
a 348 848 96
a 129 230 92
a 136 292 92
a 63 66 98
a 332 570 93
a 425 380 91
a 601 289 91
a 16 526 94
a 517 519 95
a 963 89 90
a 161 533 99
a 442 408 93
a 109 16 94
a 127 633 92
a 344 366 94
a 808 612 98
a 54 47 97
a 39 43 92
a 1 579 94
a 729 167 93
a 316 338 96
a 567 564 92
a 517 527 94
a 9 48 93
a 79 269 99
a 274 17 91
a 782 277 98
a 144 141 92
a 360 585 95
a 710 737 98
a 570 317 95
a 1 501 97
a 136 137 91
a 54 95 91
a 644 901 98
a 48 51 95
a 211 476 91
a 276 5 97
a 555 399 97
a 180 134 99
a 148 234 97
a 454 645 98
a 797 47 94
a 4 769 95
a 789 907 91
a 142 149 99
a 648 423 90
a 394 410 93
a 564 598 90
a 354 259 97
a 542 729 91
a 535 979 97
a 609 800 98
a 789 50 94
a 172 157 98
a 16 354 95
a 292 776 96
a 877 438 95
a 665 930 95
a 16 422 96
a 672 883 95
a 66 847 98
a 32 94 98
a 188 126 92
a 266 641 94
a 786 535 94
a 301 144 92
a 191 2 92
a 839 67 94
a 130 4 99
a 189 946 95
a 16 78 94
a 8 16 99
a 285 269 97
a 422 16 97
a 64 252 93
a 282 477 91
a 70 203 93
a 109 1 93
a 35 2 95
a 35 98 90
a 16 48 93
a 16 109 90
a 773 899 92
a 164 1 91
a 261 418 93
a 641 922 93
a 362 237 98
a 151 630 96
a 219 234 92
a 567 696 98
a 222 206 99
a 657 879 91
a 379 376 92
a 722 97 92
a 359 869 93
a 133 134 96
a 633 644 90
a 26 595 92
a 347 104 93
a 126 179 90
a 547 535 90
a 66 835 98
a 487 244 93
a 5 27 94
a 251 283 93
a 501 126 95
a 258 761 95
a 831 557 93
a 245 88 92
a 439 689 96
a 129 152 99
a 641 266 92
a 829 520 91
a 976 789 98
a 754 509 98
a 323 355 90
a 384 392 91
a 752 582 95
a 101 564 91
a 633 661 95
a 345 445 98
a 922 642 96
a 17 1 98
a 1 32 99
a 352 40 90
a 782 629 97
a 266 74 98
a 613 110 99
a 363 777 96
a 47 219 96
a 227 226 97
a 19 24 93
a 726 741 92
a 410 219 94
a 883 259 93
a 612 50 98
a 223 64 94
a 24 554 92
a 338 32 96
a 657 179 92
a 573 526 90
a 283 776 92
a 117 305 90
a 362 610 90
a 439 376 92
a 230 711 90
a 754 504 95
a 323 254 95
a 331 254 93
a 535 563 91
a 144 956 92
a 304 805 95
a 142 384 90
a 242 620 92
a 563 70 99
a 673 899 95
a 511 722 97
a 594 532 99
a 539 11 92
a 359 362 97
a 695 73 91
a 391 633 95
a 502 664 97
a 116 226 92
a 679 672 92
a 418 355 95
a 267 754 97
a 328 70 90
a 828 360 97
a 517 547 98
a 578 612 99
a 172 644 93
a 570 509 91
a 81 145 98
a 571 949 98
a 9 32 91
a 24 136 96
a 542 35 96
a 984 980 96
a 360 657 99
a 512 505 98
a 11 157 92
a 448 320 96
a 5 81 97
a 505 884 94
a 64 252 94
a 58 55 92
a 555 17 95
a 813 63 91
a 991 554 91
a 594 1 99
a 776 16 90
a 20 51 96
a 8 203 92
a 816 688 90
a 941 698 97
a 348 320 98
a 133 634 90
a 105 120 91
a 79 359 92
a 2 17 90
a 969 54 95
a 196 134 93
a 766 866 97
a 488 939 96
a 157 42 93
a 387 442 98
a 532 751 96
a 386 137 99
a 78 501 97
a 210 78 90
a 511 2 98
a 376 33 95
a 914 511 94
a 32 532 99
a 520 821 99
a 55 12 93
a 73 188 90
a 439 158 96
a 637 908 91
a 692 744 97
a 32 508 99
a 695 566 96
a 691 598 99
a 516 17 90
a 101 32 98
a 73 74 91
a 289 351 91
a 39 101 93
a 759 914 97
a 316 335 98
a 508 27 95
a 883 923 92
a 516 137 91
a 282 251 96
a 719 660 99
a 386 495 96
a 648 665 99
a 417 785 91
a 283 439 96
a 688 667 96
a 949 783 97
a 198 574 94
a 696 735 99
a 313 8 91
a 442 313 97
a 64 604 93
a 476 477 95
a 579 838 92
a 668 469 94
a 870 238 92
a 82 73 91
a 688 984 94
a 892 902 91
a 329 314 95
a 70 133 91
a 323 40 97
a 26 551 97
a 71 324 93
a 532 539 96
a 273 360 96
a 48 20 96
a 164 167 94
a 24 524 95
a 676 925 94
a 1 258 92
a 505 512 94
a 210 23 90
a 664 94 98
a 377 509 99
a 359 335 95
a 145 814 91
a 540 97 98
a 48 9 94
a 938 939 90
a 485 445 97
a 523 648 94
a 695 629 92
a 188 66 93
a 376 676 97
a 831 567 90
a 347 320 93
a 242 399 91
a 557 26 97
a 755 255 95
a 175 485 97
a 254 19 91
a 4 519 93
a 81 612 97
a 133 675 99
a 313 112 95
a 259 196 91
a 282 328 94
a 338 42 92
a 81 362 93
a 836 813 92
a 660 380 95
a 508 567 98
a 535 824 92
a 42 8 93
a 695 726 97
a 929 179 95
a 532 629 94
a 726 179 93
a 11 63 95
a 172 398 90
a 523 269 94
a 98 602 95
a 504 886 97
a 2 376 97
a 642 517 90
a 164 64 91
a 828 844 90
a 582 589 94
a 95 255 95
a 133 417 91
a 790 85 96
a 157 50 98
a 355 366 98
a 453 392 95
a 845 354 98
a 376 195 91
a 19 672 95
a 26 273 97
a 828 523 99
a 847 566 93
a 470 984 97
a 533 301 95
a 470 36 91
a 675 422 97
a 39 292 94
a 391 675 93
a 386 323 90
a 258 698 93
a 804 877 99
a 66 844 93
a 469 564 92
a 755 267 99
a 286 64 91
a 321 33 95
a 235 142 97
a 679 328 91
a 101 804 96
a 297 101 94
a 282 469 94
a 380 172 94
a 570 617 94
a 960 835 95
a 2 105 93
a 168 384 99
a 914 973 91
a 32 508 94
a 594 219 93
a 679 616 93
a 379 251 95
a 532 36 94
a 1 17 94
a 285 800 92
a 392 335 97
a 383 915 91
a 501 570 94
a 19 301 96
a 16 516 91
a 238 363 98
a 211 192 99
a 196 74 99
a 852 814 91
a 969 938 92
a 402 636 95
a 376 313 92
a 754 773 98
a 57 85 91
a 523 501 98
a 992 446 91
a 814 571 90
a 816 314 94
a 891 313 91
a 206 27 90
a 755 790 91
a 97 51 94
a 472 282 95
a 9 5 99
a 922 47 99
a 203 734 90
a 696 688 96
a 696 727 91
a 298 313 96
a 423 173 98
a 258 261 92
a 70 508 98
a 332 188 97
a 241 151 95
a 797 860 94
a 387 380 99
a 516 511 98
a 380 942 92
a 648 899 95
a 188 391 96
a 523 258 92
a 453 977 92
a 957 480 94
a 152 399 98
a 32 642 92
a 564 17 90
a 508 511 90
a 283 377 97
a 149 339 93
a 751 109 95
a 523 610 99
a 9 39 90
a 251 12 95
a 688 689 91
a 619 683 98
a 501 88 94
a 262 64 90
a 316 64 92
a 726 235 95
a 213 66 98
a 66 566 91
a 227 298 90
a 198 189 96
a 505 519 98
a 251 594 97
a 16 47 98
a 79 48 91
a 692 648 91
a 35 532 97
a 320 366 98
a 266 47 95
a 74 71 95
a 359 314 96
a 969 914 93
a 800 862 99
a 911 657 98
a 261 11 96
a 519 629 92
a 313 360 99
a 786 502 91
a 426 33 99
a 863 512 93
a 383 351 92
a 844 782 90
a 258 219 92
a 751 782 99
a 773 526 99
a 266 925 91
a 554 672 92
a 533 548 95
a 23 183 96
a 23 26 92
a 320 494 93
a 376 391 90
a 130 176 92
a 48 610 95
a 627 980 99
a 925 535 94
a 636 183 94
a 339 336 94
a 110 109 97
a 376 32 99
a 127 134 90
a 532 126 99
a 626 176 95
a 626 722 93
a 453 464 99
a 922 831 99
a 729 183 91
a 255 8 95
a 71 195 90
a 11 137 97
a 626 532 97
a 120 222 98
a 571 517 90
a 755 27 97
a 564 532 94
a 5 380 96
a 252 345 97
a 81 88 92
a 258 161 97
a 387 376 99
a 359 594 90
a 473 461 99
a 517 797 95
a 26 8 95
a 151 134 96
a 85 703 95
a 504 879 99
a 457 238 97
a 797 297 96
a 47 298 90
a 901 633 90
a 383 259 91
a 769 504 90
a 508 511 98
a 773 259 91
a 494 460 95
a 298 899 94
a 157 47 92
a 941 285 90
a 667 40 96
a 484 328 94
a 4 579 94
a 286 2 92
a 33 300 90
a 641 63 96
a 813 698 90
a 48 16 94
a 563 617 90
a 698 817 92
a 344 316 97
a 254 907 90
a 293 797 90
a 410 813 91
a 453 112 96
a 40 320 91
a 39 40 92
a 539 932 91
a 329 320 99
a 917 770 96
a 574 64 91
a 316 5 97
a 867 836 97
a 533 286 92
a 362 472 90
a 304 383 95
a 110 331 97
a 710 211 90
a 586 116 98
a 105 348 90
a 43 27 94
a 441 957 99
a 667 167 92
a 89 335 97
a 384 946 97
a 252 274 98
a 277 27 98
a 930 502 91
a 710 524 94
a 502 598 94
a 820 316 91
a 126 141 94
a 813 251 93
a 304 285 96
a 9 844 93
a 823 71 90
a 344 863 92
a 754 636 98
a 970 293 92
a 547 579 93
a 273 338 94
a 508 523 98
a 313 314 92
a 651 203 94
a 32 532 97
a 722 884 95
a 179 620 90
a 369 119 92
a 32 258 92
a 953 754 97
a 276 777 96
a 101 352 90
a 8 47 97
a 148 24 97
a 198 820 94
a 164 32 90
a 597 237 90
a 785 344 92
a 835 523 92
a 2 5 93
a 789 251 92
a 252 485 90
a 141 203 90
a 85 609 96
a 35 1 92
a 252 9 98
a 895 380 94
a 376 379 90
a 2 711 97
a 752 922 96
a 161 505 94
a 438 578 95
a 19 50 94
a 285 910 99
a 110 78 91
a 85 835 95
a 8 289 94
a 70 601 90
a 211 446 98
a 112 73 97
a 539 789 98
a 676 660 93
a 176 551 96
a 509 540 98
a 329 517 98
a 102 362 93
a 32 292 91
a 609 117 99
a 380 85 97
a 448 196 96
a 391 270 94
a 198 43 98
a 539 554 98
a 35 160 99
a 376 252 93
a 508 758 97
a 63 210 99
a 953 141 90
a 16 24 94
a 574 355 90
a 1 2 91
a 79 142 99
a 536 754 94
a 504 688 98
a 210 835 91
a 551 617 90
a 439 758 94
a 129 130 98
a 516 54 90
a 377 290 92
a 88 210 93
a 331 335 92
a 790 383 91
a 730 946 98
a 610 582 92
a 645 554 92
a 35 551 99
a 58 54 99
a 116 719 98
a 88 19 93
a 492 485 93
a 563 133 92
a 258 273 95
a 438 970 90
a 616 619 90
a 191 848 97
a 11 536 97
a 8 751 93
a 282 158 96
a 408 168 95
a 165 414 96
a 891 673 93
a 661 82 96
a 23 16 98
a 550 57 90
a 126 35 90
a 755 254 95
a 189 782 92
a 26 338 92
a 157 2 90
a 134 558 92
a 51 9 99
a 547 167 93
a 879 401 98
a 641 160 94
a 119 329 97
a 516 672 93
a 824 602 96
a 956 369 94
a 227 745 99
a 26 588 94
a 258 2 90
a 4 219 98
a 567 564 96
a 219 376 99
a 376 165 94
a 348 758 96
a 66 472 98
a 601 167 96
a 180 972 95
a 722 941 92
a 70 210 93
a 354 776 95
a 793 71 96
a 907 782 97
a 782 292 93
a 661 255 90
a 892 836 90
a 752 571 97
a 266 922 95
a 35 313 90
a 845 345 98
a 148 86 96
a 532 102 91
a 641 616 99
a 79 47 90
a 520 79 98
a 89 317 92
a 164 633 97
a 191 64 96
a 360 48 90
a 683 630 98
a 360 992 99
a 706 891 99
a 133 410 92
a 11 104 99
a 907 160 92
a 40 1 93
a 191 126 95
a 820 258 92
a 789 254 95
a 36 676 93
a 255 252 99
a 548 516 96
a 741 339 95
a 984 316 90
a 642 27 93
a 48 4 90
a 165 36 93
a 550 922 97
a 938 688 90
a 78 180 91
a 191 251 92
a 438 130 95
a 573 566 99
a 439 329 95
a 604 535 93
a 502 283 92
a 151 504 94
a 137 2 98
a 502 766 91
a 269 23 97
a 394 20 98
a 142 141 97
a 286 290 99
a 729 98 98
a 578 555 99
a 463 605 99
a 476 445 99
a 516 661 92
a 894 407 95
a 735 620 91
a 766 8 92
a 539 852 95
a 820 283 95
a 407 970 94
a 283 852 92
a 109 23 91
a 689 352 99
a 704 563 96
a 235 259 92
a 517 767 97
a 289 898 92
a 282 33 96
a 407 351 99
a 898 766 97
a 813 629 95
a 63 501 91
a 348 854 98
a 17 286 93
a 16 141 90
a 554 57 90
a 945 320 92
a 112 17 90
a 579 588 91
a 707 235 92
a 539 127 94
a 19 47 90
a 351 101 93
a 511 651 97
a 566 758 95
a 838 824 94
a 289 554 99
a 316 63 91
a 838 332 90
a 792 925 93
a 469 470 94
a 298 923 97
a 145 505 96
a 344 594 97
a 63 570 91
a 727 566 96
a 689 148 99
a 706 566 92
a 554 735 94
a 133 648 94
a 673 719 92
a 536 692 97
a 23 17 99
a 182 735 99
a 558 767 97
a 110 555 92
a 547 550 91
a 379 11 90
a 633 626 93
a 610 711 93
a 17 189 98
a 54 9 95
a 776 12 91
a 266 23 97
a 836 274 94
a 894 645 99
a 158 54 92
a 17 86 90
a 86 613 92
a 453 448 90
a 805 180 90
a 953 814 91
a 78 589 95
a 8 17 91
a 429 133 90
a 73 542 91
a 5 251 95
a 35 269 93
a 27 258 93
a 9 8 97
a 391 226 98
a 157 411 96
a 610 991 99
a 66 88 95
a 88 244 94
a 626 533 98
a 55 617 96
a 16 304 92
a 511 554 91
a 696 234 94
a 619 835 90
a 4 254 92
a 832 251 97
a 210 32 92
a 351 448 91
a 380 283 95
a 36 42 96
a 24 89 97
a 703 527 91
a 377 252 99
a 241 180 94
a 126 394 96
a 634 695 93
a 754 254 93
a 32 23 96
a 127 883 93
a 536 543 91
a 134 70 92
a 548 766 95
a 292 289 98
a 172 54 92
a 535 594 91
a 97 609 92
a 696 992 91
a 377 880 98
a 554 634 92
a 1 328 90
a 519 176 98
a 195 259 90
a 127 235 92
a 446 58 99
a 484 439 90
a 831 767 99
a 609 891 94
a 570 64 93
a 252 32 93
a 4 179 91
a 149 8 99
a 502 626 90
a 585 703 98
a 54 206 91
a 50 313 94
a 35 536 93
a 229 448 95
a 307 23 97
a 797 117 99
a 754 292 94
a 130 136 99
a 101 1 96
a 473 488 97
a 526 335 95
a 39 32 92
a 516 641 97
a 66 64 96
a 508 558 96
a 314 520 96
a 219 94 96
a 907 323 98
a 854 354 97
a 383 42 95
a 422 461 90
a 579 79 94
a 17 571 96
a 634 504 98
a 266 383 97
a 929 422 99
a 448 445 91
a 321 198 99
a 273 16 92
a 220 360 92
a 254 290 93
a 269 4 93
a 852 289 96
a 359 351 90
a 519 254 93
a 269 141 95
a 523 571 95
a 47 485 97
a 191 438 91
a 70 101 91
a 501 1 98
a 126 379 94
a 20 276 95
a 274 165 99
a 487 494 95
a 32 713 90
a 884 445 91
a 367 116 94
a 605 793 96
a 448 328 99
a 783 550 91
a 182 42 94
a 157 175 93
a 579 85 94
a 953 172 90
a 204 142 92
a 94 267 97
a 17 148 97
a 219 168 99
a 78 97 94
a 148 524 95
a 222 191 93
a 376 255 91
a 1 47 90
a 442 438 99
a 313 876 99
a 119 203 98
a 273 85 95
a 331 766 94
a 508 384 99
a 95 828 97
a 116 595 95
a 633 442 95
a 211 24 92
a 70 691 92
a 554 27 97
a 564 689 99
a 555 487 94
a 844 594 99
a 637 808 93
a 189 345 96
a 97 66 92
a 167 63 91
a 524 582 94
a 17 48 97
a 104 85 98
a 706 995 99
a 148 277 94
a 386 47 93
a 713 641 94
a 895 645 94
a 847 609 91
a 270 384 94
a 407 445 99
a 1 502 98
a 729 550 97
a 332 254 99
a 391 276 98
a 54 648 99
a 255 5 95
a 532 51 94
a 823 770 98
a 477 293 99
a 313 448 90
a 352 258 96
a 908 800 90
a 769 352 93
a 801 519 99
a 141 626 97
a 282 314 91
a 616 117 96
a 751 876 92
a 4 5 96
a 175 237 97
a 289 536 98
a 1 203 90
a 523 589 96
a 540 502 97
a 223 472 98
a 151 133 90
a 644 141 96
a 352 789 99
a 235 63 91
a 617 649 99
a 699 175 99
a 259 261 97
a 866 449 92
a 504 512 90
a 722 714 95
a 351 157 94
a 754 273 97
a 820 446 98
a 300 922 91
a 324 847 97
a 33 282 90
a 141 502 99
a 359 109 95
a 509 2 97
a 105 816 95
a 12 220 98
a 651 762 94
a 137 136 99
a 439 942 94
a 297 547 93
a 173 24 91
a 504 509 90
a 633 711 97
a 126 533 92
a 563 564 97
a 206 550 96
a 54 94 92
a 847 844 99
a 66 504 98
a 9 601 96
a 351 344 98
a 282 476 95
a 104 8 98
a 331 816 91
a 870 961 92
a 523 133 98
a 286 269 94
a 136 191 98
a 667 532 94
a 222 445 99
a 501 258 96
a 282 2 95
a 203 352 90
a 95 54 93
a 269 2 90
a 630 595 94
a 229 19 90
a 547 526 94
a 688 816 93
a 602 642 99
a 520 142 98
a 182 32 97
a 785 762 96
a 704 548 95
a 610 555 96
a 767 859 99
a 141 173 99
a 476 387 94
a 595 173 92
a 126 1 96
a 130 532 98
a 759 408 97
a 9 2 90
a 183 933 97
a 472 854 93
a 51 539 96
a 273 460 95
a 112 612 96
a 884 923 93
a 415 540 96
a 823 813 90
a 324 339 97
a 558 542 98
a 609 672 93
a 188 891 99
a 188 594 94
a 345 313 99
a 179 682 90
a 94 594 96
a 4 19 98
a 120 425 98
a 345 359 92
a 160 519 98
a 892 719 90
a 588 557 93
a 313 988 93
a 540 604 96
a 612 508 96
a 770 290 92
a 773 902 98
a 673 595 93
a 519 581 91
a 141 145 97
a 535 570 95
a 566 142 90
a 172 220 99
a 457 66 90
a 57 145 91
a 597 532 96
a 158 145 96
a 651 394 94
a 571 630 90
a 636 57 95
a 423 394 97
a 35 597 99
a 23 149 90
a 351 601 98
a 66 335 97
a 1 703 99
a 463 456 94
a 847 845 98
a 751 754 97
a 23 504 95
a 328 2 94
a 460 564 95
a 50 668 95
a 567 589 97
a 761 339 92
a 501 751 97
a 351 813 92
a 442 317 93
a 345 517 97
a 651 151 92
a 633 430 92
a 188 164 94
a 234 461 96
a 234 157 97
a 660 668 95
a 516 767 90
a 262 261 90
a 16 50 90
a 313 816 93
a 158 726 97
a 102 158 97
a 776 930 95
a 204 189 98
a 251 8 95
a 376 384 93
a 790 908 96
a 883 804 94
a 1 47 90
a 297 383 93
a 751 1 92
a 533 828 96
a 485 204 97
a 851 860 95
a 961 571 94
a 820 679 92
a 195 70 97
a 667 558 94
a 191 813 97
a 612 351 94
a 945 883 97
a 261 816 98
a 145 110 95
a 26 523 92
a 808 867 93
a 567 630 92
a 345 785 96
a 1 226 97
a 816 313 90
a 417 258 97
a 573 879 92
a 533 742 93
a 519 47 93
a 195 8 99
a 262 261 92
a 651 414 96
a 148 616 91
a 119 869 93
a 629 948 90
a 634 727 91
a 737 234 91
a 626 657 92
a 517 658 91
a 501 563 93
a 2 142 94
a 383 126 91
a 64 78 95
a 886 883 90
a 790 508 91
a 472 386 91
a 133 633 98
a 762 752 91
a 719 532 96
a 509 785 99
a 516 297 97
a 589 738 90
a 11 258 90
a 50 119 92
a 1 251 95
a 446 27 93
a 502 501 90
a 895 109 97
a 32 66 90
a 441 175 99
a 548 16 95
a 512 286 91
a 158 94 92
a 641 711 92
a 81 50 99
a 391 172 91
a 726 566 92
a 814 5 92
a 790 977 95
a 313 877 90
a 774 524 98
a 164 116 92
a 845 36 96
a 941 946 92
