c FILE			: graphs/g_100_27.txt
a 60 7 90
a 26 32 95
a 38 5 96
a 52 55 95
a 82 1 92
a 48 22 99
a 51 72 93
a 1 7 96
a 7 2 97
a 44 42 93
a 7 2 96
a 95 47 99
a 38 1 98
a 94 8 98
a 39 41 90
a 7 8 95
a 88 97 98
a 76 98 92
a 26 67 98
a 1 82 98
a 1 13 98
a 2 22 97
a 26 58 99
a 70 8 94
a 57 85 99
a 67 4 99
a 63 51 97
a 44 69 91
a 2 1 98
a 26 13 97
a 17 30 90
a 85 63 98
a 85 76 99
a 26 29 90
a 67 52 90
a 88 76 95
a 30 58 90
a 42 36 91
a 76 5 93
a 1 7 99
a 32 47 99
a 4 94 99
a 8 70 99
a 19 69 95
a 52 2 93
a 26 8 97
a 5 66 97
a 5 54 95
a 4 8 97
a 29 32 94
a 4 16 93
a 82 29 96
a 19 32 93
a 42 45 94
a 32 76 99
a 14 54 91
a 76 39 95
a 44 26 95
a 44 89 95
a 55 58 97
a 29 26 97
a 5 1 98
a 52 83 98
a 26 82 93
a 89 41 98
a 54 4 90
a 2 67 97
a 27 13 95
a 14 5 96
a 57 8 99
a 11 19 90
a 2 1 95
a 82 83 96
a 8 7 98
a 88 38 96
a 88 41 91
a 17 16 95
a 79 69 91
a 33 39 93
a 2 8 95
a 63 13 98
a 5 1 96
a 39 2 97
a 44 19 96
a 8 4 93
a 76 51 94
a 1 7 95
a 66 60 90
a 48 63 90
a 22 72 93
a 4 54 93
a 26 47 94
a 2 14 99
a 26 54 95
a 79 66 96
a 76 69 90
a 22 57 98
a 55 1 99
a 41 48 90
a 1 11 94
a 33 17 96
a 7 44 98
a 36 77 99
a 16 20 91
a 38 41 93
a 1 51 94
a 16 23 92
a 51 1 90
a 63 13 98
a 67 5 91
a 13 26 95
a 83 86 97
a 63 70 98
a 51 7 97
a 70 64 95
a 29 33 99
a 1 88 92
a 30 4 94
a 76 51 90
a 82 76 99
a 16 66 92
a 14 77 91
a 2 58 91
a 86 54 93
a 76 13 96
a 10 57 91
a 27 80 90
a 4 11 90
a 11 4 97
a 29 48 93
a 41 76 93
a 70 14 96
a 38 54 93
a 79 54 94
a 76 67 90
a 72 1 94
a 58 52 97
a 39 83 95
a 14 19 94
a 13 2 94
a 35 5 97
a 54 55 98
a 8 69 94
a 17 2 94
a 64 66 92
a 88 76 92
a 1 51 92
a 60 69 96
a 70 80 97
a 64 67 94
a 69 57 99
a 67 20 93
a 1 20 97
a 69 58 94
a 10 36 90
a 63 38 99
a 35 85 96
a 39 88 97
a 7 57 94
a 77 80 93
a 45 19 96
a 95 85 95
a 1 4 92
a 17 22 93
a 32 35 97
a 14 52 99
a 97 94 93
a 5 10 99
a 55 10 91
a 51 13 98
a 1 29 91
a 7 44 93
a 94 8 96
a 4 29 96
a 1 76 99
a 45 8 96
a 16 22 99
a 38 16 99
a 17 1 99
a 2 16 96
a 98 86 97
a 16 61 95
a 2 1 94
a 30 91 94
a 52 70 96
a 91 26 94
a 51 29 96
a 5 14 99
a 20 19 94
a 20 16 92
a 95 97 93
a 55 26 95
a 88 76 99
a 7 76 97
a 2 26 99
a 4 97 90
a 54 57 92
a 64 4 98
a 10 4 97
a 4 1 96
a 10 4 99
a 2 8 98
a 77 89 93
a 29 36 94
a 52 2 95
a 41 33 90
a 85 17 95
a 57 85 94
a 41 51 91
a 36 30 94
a 14 8 96
a 51 57 93
a 8 20 93
a 39 29 97
a 52 1 95
a 60 8 94
a 10 19 99
a 57 60 91
a 54 14 99
a 38 26 99
a 5 26 93
a 7 1 97
a 14 8 99
a 80 70 96
a 57 7 96
a 64 41 92
a 7 33 98
a 79 91 90
a 16 17 95
a 69 60 94
a 2 5 98
a 1 19 94
a 57 58 96
a 22 17 97
a 39 45 97
a 2 5 94
a 16 19 90
a 66 91 95
a 7 4 90
a 98 63 93
a 32 97 90
a 5 1 90
a 14 70 91
a 1 5 98
a 83 79 99
a 17 11 90
a 48 20 95
a 32 79 95
a 16 41 95
a 4 1 99
a 29 79 95
a 91 66 95
a 57 85 98
a 33 52 97
a 13 10 95
a 45 2 98
a 14 32 92
a 23 8 95
a 32 82 98
a 95 52 93
a 13 38 96
a 17 16 95
a 63 51 92
a 11 8 92
a 82 52 93
a 27 69 99
a 69 4 91
a 13 44 91
a 29 42 91
a 38 16 98
a 83 86 98
a 67 64 90
a 13 19 91
a 41 35 97
a 55 86 99
a 5 94 96
a 32 7 90
a 69 58 91
a 16 64 97
a 26 8 93
a 33 13 95
a 67 80 91
a 5 77 94
a 58 63 99
a 94 85 94
a 33 83 94
a 5 17 98
a 2 52 98
a 58 7 97
a 29 13 98
a 32 26 90
a 63 19 99
a 33 45 98
a 92 54 94
a 57 60 90
a 57 66 99
a 20 8 94
a 13 2 94
a 77 83 95
a 26 51 99
a 8 26 90
a 57 47 97
a 19 7 95
a 1 26 95
a 69 51 92
a 4 14 92
a 47 38 96
a 51 27 91
a 55 58 90
a 1 52 94
a 66 69 90
a 22 23 92
a 29 52 90
a 52 64 91
a 58 80 92
a 57 63 91
a 29 35 99
a 26 4 99
a 52 51 99
a 51 1 98
a 45 82 97
a 13 17 99
a 5 55 91
a 63 16 98
a 58 2 94
a 7 2 98
a 4 97 99
a 13 39 94
a 7 10 97
a 57 54 95
a 23 22 91
a 54 60 95
a 60 76 95
a 45 14 96
a 41 27 96
a 86 79 96
a 52 33 90
a 85 10 93
a 44 27 95
a 13 69 97
a 1 26 93
a 60 54 94
a 41 16 92
a 5 36 98
a 83 72 98
a 30 4 94
a 2 20 98
a 19 57 98
a 44 1 96
a 64 7 99
a 13 64 92
a 51 1 97
a 4 57 93
a 38 89 91
a 63 54 97
a 2 4 93
a 42 30 91
a 10 44 90
a 27 30 91
a 14 20 97
a 33 52 94
a 83 57 99
a 20 22 91
a 69 19 93
a 63 14 96
a 19 2 96
a 70 1 95
a 10 57 96
a 30 5 90
a 82 83 96
a 54 67 95
a 72 66 92
a 63 1 91
a 29 7 97
a 23 91 94
a 79 51 92
a 13 38 94
a 17 33 99
a 1 10 92
a 27 5 95
a 1 14 90
a 63 57 94
a 19 52 92
a 92 64 98
a 13 63 96
a 32 88 90
a 29 30 97
a 23 17 94
a 76 51 95
a 5 54 95
a 14 2 97
a 13 70 94
a 57 58 91
a 2 64 92
a 38 2 95
a 26 45 96
a 10 83 95
a 91 29 97
a 20 47 99
a 13 1 94
a 58 57 95
a 16 1 98
a 26 89 97
a 26 27 96
a 85 86 98
a 36 57 97
a 7 19 99
a 30 7 98
a 42 2 91
a 33 92 93
a 41 48 93
a 54 4 90
a 54 67 90
a 2 14 90
a 55 98 93
a 55 16 99
a 76 26 99
a 58 7 99
a 44 41 96
a 22 7 91
a 2 27 98
a 11 83 92
a 8 5 92
a 52 1 91
a 27 67 93
a 19 69 94
a 41 38 94
a 55 5 93
a 5 1 90
a 39 38 99
a 57 39 90
a 41 29 90
a 35 32 92
a 79 91 93
a 61 73 90
a 13 69 92
a 45 44 93
a 39 45 93
a 22 60 96
a 32 26 92
a 14 13 97
a 94 57 99
a 83 64 93
a 83 92 99
a 97 70 93
a 13 14 92
a 20 58 90
a 33 35 98
a 13 44 90
a 55 86 91
a 1 11 99
a 66 60 90
a 79 29 94
a 60 67 92
a 11 35 91
a 16 13 90
a 14 1 91
a 29 26 93
a 32 77 96
a 4 13 94
a 32 48 94
a 39 23 92
a 1 8 99
a 39 1 96
a 29 26 90
a 86 80 97
a 63 1 95
a 11 36 97
a 5 27 99
a 82 1 91
a 19 22 99
a 54 55 99
a 36 35 91
a 38 44 94
a 17 10 93
a 19 22 95
a 7 10 90
a 44 26 92
a 8 35 90
a 19 39 95
a 8 95 98
a 58 76 91
a 22 16 99
a 52 63 93
a 14 41 98
a 17 5 91
a 1 91 96
a 14 51 90
a 57 82 90
a 82 32 99
a 42 26 98
a 2 5 94
a 57 51 93
a 76 80 91
a 58 52 98
a 52 2 94
a 52 55 99
a 58 76 92
a 16 41 90
a 85 82 95
a 91 97 99
a 70 4 98
a 51 1 93
a 44 85 92
a 1 58 98
a 67 94 96
a 7 1 90
a 30 26 96
a 66 61 98
a 52 51 98
a 66 63 98
a 33 2 90
a 76 82 94
a 64 51 90
a 32 51 94
a 55 19 98
a 27 32 97
a 35 42 92
a 39 5 90
a 76 77 99
a 4 14 97
a 67 55 94
a 13 63 93
a 77 88 98
a 29 26 99
a 16 67 98
a 77 26 91
a 29 47 98
a 30 29 97
a 26 76 91
a 51 72 98
a 63 57 93
a 82 58 97
a 26 76 92
a 85 35 91
a 13 20 93
a 35 45 95
a 64 82 94
a 4 1 91
a 79 88 95
a 70 38 99
a 72 69 91
a 51 63 94
a 67 92 97
a 77 95 96
a 66 88 97
a 4 26 98
a 17 32 97
a 14 92 96
a 82 26 90
a 36 33 92
a 10 16 98
a 2 26 93
a 63 1 96
a 70 67 90
a 2 14 92
a 4 22 93
a 26 30 98
a 36 11 90
a 82 76 97
a 79 55 91
a 95 63 98
a 91 79 99
a 61 67 95
a 8 33 93
a 4 1 98
a 41 38 90
a 29 1 92
a 23 20 95
a 91 63 98
a 2 5 92
a 1 8 90
a 1 13 92
a 19 22 98
a 22 20 99
a 27 2 90
a 41 35 98
a 8 27 98
a 8 42 95
a 29 73 97
a 51 17 90
a 76 72 95
a 16 72 92
a 4 1 99
a 55 85 99
a 58 95 92
a 41 30 99
a 42 2 99
a 60 11 96
a 7 69 99
a 26 76 94
a 69 14 96
a 77 94 96
a 64 1 94
a 1 13 93
a 26 76 91
a 2 13 93
a 5 4 91
a 8 7 91
a 55 2 91
a 80 38 94
a 73 33 93
a 16 1 95
a 1 26 93
a 66 17 92
a 17 14 93
a 38 91 90
a 20 58 90
a 54 29 95
a 55 10 90
a 85 79 98
a 7 19 92
a 4 22 98
a 77 2 91
a 58 52 91
a 14 10 94
a 82 85 97
a 1 19 92
a 35 7 93
a 48 86 94
a 33 82 95
a 39 89 95
a 1 7 95
a 57 52 93
a 86 89 91
a 41 91 94
a 1 13 97
a 2 13 96
a 16 5 92
a 63 26 99
a 16 41 91
a 16 47 92
a 61 89 98
a 13 73 90
a 54 79 99
a 72 98 90
a 54 64 95
a 14 27 96
a 57 80 93
a 91 76 92
a 55 54 90
a 2 1 93
a 13 16 99
a 55 8 96
a 55 92 90
a 89 77 97
a 10 29 92
a 4 1 92
a 38 27 95
a 26 51 91
a 19 16 96
a 2 35 90
a 51 76 98
a 10 22 98
a 10 7 93
a 38 1 95
a 14 52 98
a 5 10 92
a 13 63 97
a 32 7 97
a 63 45 93
a 22 92 97
a 19 26 91
a 4 54 90
a 38 77 97
a 16 41 93
a 19 69 90
a 55 86 94
a 82 60 90
a 63 55 98
a 20 36 95
a 33 20 98
a 20 8 95
a 57 83 99
a 16 7 96
a 79 29 99
a 64 83 94
a 4 13 96
a 11 36 98
a 13 26 91
a 13 41 96
a 54 66 98
a 26 33 98
a 70 88 94
a 19 38 96
a 33 1 91
a 94 95 99
a 10 30 93
a 79 4 94
a 13 7 92
a 70 14 90
a 27 1 98
a 70 88 92
a 51 58 93
a 13 1 91
a 44 19 90
a 77 33 95
a 14 19 97
a 52 80 99
a 82 83 98
a 44 13 91
a 7 8 90
a 10 29 98
a 51 58 99
a 1 38 92
a 35 10 98
a 97 98 90
a 22 7 92
a 36 20 98
a 27 29 98
a 27 30 99
a 57 26 91
a 54 1 98
a 7 85 95
a 82 7 96
a 69 14 94
a 4 5 91
a 54 10 90
a 69 94 99
a 26 2 95
a 95 97 95
a 27 14 92
a 54 51 96
a 69 57 95
a 2 16 90
a 19 88 94
a 23 8 97
a 41 14 96
a 20 19 95
a 70 64 95
a 89 80 95
a 41 11 98
a 66 91 94
a 19 60 91
a 45 8 98
a 61 52 94
a 20 55 96
a 92 64 90
a 29 7 97
a 1 2 98
a 42 89 91
a 35 36 99
a 77 26 98
a 60 77 94
a 60 73 94
a 64 58 98
a 47 88 96
a 57 54 91
a 73 69 96
a 8 7 98
a 17 42 90
a 89 80 99
a 32 11 93
a 97 47 94
a 76 13 95
a 16 47 97
a 64 52 99
a 19 7 96
a 44 52 92
a 10 72 91
a 14 61 99
a 1 13 91
a 27 33 96
a 4 16 93
a 51 66 93
a 10 2 99
a 5 64 94
a 51 63 98
a 54 61 98
a 27 76 97
a 30 5 98
a 55 64 92
a 60 91 93
a 2 14 97
a 83 39 91
a 70 14 92
a 57 94 98
a 45 17 94
a 4 35 93
a 14 1 91
a 11 36 99
a 66 54 96
a 89 14 97
a 26 82 95
a 4 38 91
a 64 76 98
a 20 67 96
a 88 51 98
a 51 2 99
a 19 35 93
a 8 7 95
a 2 63 93
a 2 63 94
a 57 55 91
a 33 57 90
a 2 8 94
a 77 13 97
a 77 33 92
a 14 45 95
a 61 57 94
a 57 52 97
a 47 39 99
a 38 32 99
a 72 73 92
a 29 8 95
a 86 33 93
a 97 73 99
a 5 10 98
a 13 4 96
a 39 33 97
a 1 11 90
a 83 35 92
a 82 83 94
a 1 58 92
a 41 35 94
a 2 41 94
a 13 1 94
a 63 69 97
a 51 52 94
a 39 7 94
a 89 39 97
a 58 60 96
a 30 16 90
a 26 52 92
a 79 7 90
a 48 45 90
a 22 29 90
a 29 35 90
a 13 69 91
a 85 86 93
a 20 1 95
a 32 26 95
a 67 16 93
a 91 79 94
a 85 92 94
a 27 2 91
a 88 4 92
a 70 33 98
a 52 2 93
a 16 63 99
a 17 13 92
a 64 58 97
a 83 33 94
a 69 19 90
a 58 64 90
a 30 16 90
a 44 33 94
a 69 57 96
a 57 51 96
a 8 2 95
a 54 13 90
a 10 60 98
a 64 48 95
a 82 33 95
a 44 26 99
a 76 13 92
a 4 58 95
a 92 27 92
a 58 11 97
a 13 26 98
a 29 1 93
a 1 8 96
a 7 8 94
a 1 7 97
a 42 91 99
a 79 52 92
a 72 39 98
a 14 8 94
a 1 14 91
a 22 16 99
a 26 51 95
a 77 58 96
a 55 5 99
a 2 7 90
a 76 82 97
a 58 60 97
a 1 76 99
a 23 14 99
a 4 1 95
a 57 16 99
a 39 27 96
a 94 85 93
a 29 26 95
a 4 41 94
a 67 5 94
a 26 29 94
a 51 63 90
a 72 69 93
a 26 38 97
a 11 86 99
a 1 54 99
a 19 57 94
a 27 51 96
a 26 7 95
a 17 14 91
a 54 10 98
a 67 17 98
a 13 23 95
a 97 94 97
a 76 91 93
a 11 16 98
a 4 79 94
a 32 82 91
a 39 11 97
a 4 5 91
a 10 33 94
a 97 35 97
a 51 1 94
a 77 80 93
a 60 30 91
a 60 76 91
a 33 20 91
a 45 32 98
a 47 94 95
a 86 5 93
a 23 48 96
a 97 10 94
a 33 67 99
a 70 64 95
a 33 38 99
a 8 45 94
a 94 69 94
a 61 23 96
a 29 98 98
a 51 7 99
a 1 11 98
a 7 60 90
a 14 13 90
a 41 26 97
a 63 51 94
a 41 19 92
a 52 77 93
a 26 82 98
a 72 66 93
a 54 16 94
a 38 4 97
a 7 57 91
a 63 88 93
a 63 88 96
a 10 17 90
a 61 97 94
a 36 11 98
a 2 7 92
a 39 13 94
a 4 1 99
a 27 76 99
a 70 64 92
a 22 94 92
a 2 14 91
a 69 8 94
a 69 79 97
a 66 97 93
a 14 33 92
a 88 76 97
a 4 26 93
a 13 64 98
a 16 13 99
a 85 22 91
a 16 88 92
a 66 17 90
a 55 14 90
a 54 19 95
a 41 4 92
a 5 8 98
a 4 10 91
a 52 5 96
a 26 85 97
a 27 39 91
a 89 77 96
a 47 20 91
a 13 41 99
a 13 88 97
a 92 91 94
a 76 26 92
a 16 5 98
a 27 8 91
a 52 80 97
a 61 55 99
a 51 64 92
a 1 20 99
a 2 33 95
a 26 32 96
a 4 39 98
a 52 83 96
a 10 4 94
a 13 16 99
a 36 27 99
a 45 38 93
a 32 2 94
a 26 27 99
a 47 35 93
a 58 55 93
a 5 30 98
a 51 58 99
a 63 72 90
a 39 26 90
a 51 2 97
a 14 51 96
a 4 58 96
a 30 41 99
a 51 69 91
a 82 33 95
a 1 10 96
a 79 80 95
a 26 97 92
a 66 72 96
a 57 76 90
a 52 66 91
a 47 48 97
a 73 60 95
a 72 85 99
a 45 32 99
a 13 30 90
a 16 22 93
a 14 2 92
a 13 4 99
a 48 22 94
a 39 33 95
a 30 42 96
a 41 39 94
a 97 88 92
a 33 58 98
a 7 57 94
a 4 7 91
a 33 83 99
a 19 23 93
a 1 91 96
a 88 97 99
a 58 14 90
a 2 1 94
a 10 7 97
a 69 19 91
a 54 5 96
a 29 2 93
a 4 63 96
a 10 8 99
a 27 1 90
a 27 52 91
a 63 41 90
a 76 26 97
a 55 52 92
a 80 16 91
a 94 89 92
a 76 41 95
a 1 52 94
a 36 82 91
a 7 91 91
a 48 85 97
a 33 2 94
a 27 30 90
a 14 20 97
a 29 26 96
a 33 8 96
a 38 47 96
a 4 64 92
a 36 30 90
a 51 1 97
a 11 10 96
a 47 79 99
a 57 54 92
a 58 30 93
a 47 41 97
a 88 94 90
a 1 51 97
a 67 30 92
a 52 4 96
a 14 64 98
a 88 4 95
a 77 58 91
a 26 32 90
a 86 35 99
a 22 67 95
a 60 64 99
a 13 33 96
a 32 57 93
a 63 32 98
a 39 54 92
a 91 63 91
a 86 36 95
a 38 63 90
a 11 30 96
a 10 60 91
a 7 1 91
a 32 35 99
a 51 14 90
a 76 44 92
a 14 64 93
a 33 20 91
a 11 30 93
a 1 27 98
a 27 2 91
a 17 89 94
a 77 89 94
a 82 38 96
a 1 36 97
a 45 48 95
a 5 1 97
a 14 20 96
a 11 10 94
a 19 63 98
a 13 26 91
a 14 5 97
a 8 11 92
a 54 55 95
a 63 55 98
a 14 19 96
a 42 47 97
a 44 1 98
a 51 76 90
a 2 8 95
a 51 26 97
a 36 11 95
a 64 95 91
a 57 51 94
a 63 85 90
a 14 45 98
a 4 79 97
a 63 94 98
a 80 55 99
a 38 44 92
a 73 92 93
a 57 2 93
a 38 63 91
a 2 13 97
a 7 26 94
a 60 4 91
a 70 98 90
a 13 26 94
a 83 54 95
a 36 35 91
a 32 85 95
a 13 39 92
a 7 32 94
a 29 30 95
a 4 30 91
a 13 38 97
a 33 8 96
a 30 2 99
a 1 13 91
a 64 89 91
a 36 58 96
a 77 67 93
a 77 27 98
a 64 89 97
a 58 7 94
a 7 8 94
a 82 61 94
a 2 1 94
a 69 72 91
a 4 13 92
a 1 48 98
a 47 39 94
a 22 4 99
a 4 11 99
a 35 29 93
a 76 66 92
a 57 70 92
a 26 77 97
a 35 19 99
a 39 32 94
a 19 63 95
a 57 60 97
a 13 44 91
a 32 60 94
a 77 79 99
a 19 10 92
a 1 17 91
a 26 27 99
a 52 51 91
a 11 52 97
a 20 42 91
a 38 13 97
a 39 95 98
a 82 51 97
a 29 10 92
a 69 63 91
a 1 2 93
a 80 76 91
a 19 1 96
a 77 52 92
a 98 77 99
a 27 5 93
a 55 2 99
a 48 2 94
a 58 2 92
a 97 79 98
a 51 76 97
a 45 26 92
a 2 58 98
a 83 8 99
a 95 64 98
a 48 92 96
a 1 7 92
a 76 2 95
a 88 38 92
a 35 47 98
a 7 19 90
a 38 41 96
a 94 52 90
a 5 88 91
a 7 10 98
a 82 94 99
a 7 57 99
a 44 69 90
a 69 1 97
a 80 5 91
a 11 36 96
a 22 69 94
a 19 13 94
a 19 69 99
a 91 14 99
a 7 64 94
a 11 72 96
a 11 30 93
a 10 22 97
a 70 27 96
a 11 23 97
a 27 55 90
a 1 14 95
a 47 27 94
a 1 2 90
a 27 14 91
a 52 17 94
a 83 57 97
a 51 72 90
a 13 7 92
a 85 83 92
a 10 4 91
a 77 82 93
a 26 30 93
a 89 38 92
a 2 4 94
a 85 60 90
a 82 70 96
a 63 64 93
a 13 64 96
a 26 51 90
a 63 69 97
a 2 1 99
a 2 26 99
a 73 22 91
a 26 29 95
a 16 17 98
a 55 5 91
a 5 32 90
a 13 57 91
a 76 26 90
a 89 76 97
a 48 36 90
a 77 27 97
a 69 92 94
a 2 8 90
a 8 58 91
a 38 13 91
a 16 20 99
a 79 66 90
a 16 38 93
a 2 17 93
a 86 54 92
a 98 72 96
a 55 67 96
a 13 26 93
a 2 14 97
a 61 77 93
a 76 54 91
a 8 7 97
a 48 14 96
a 32 79 98
a 7 27 97
a 32 85 97
a 57 63 98
a 4 26 90
a 82 94 98
a 52 8 90
a 22 47 91
a 22 20 96
a 97 88 99
a 88 89 93
a 38 79 98
a 2 10 92
a 38 14 99
a 83 73 99
a 42 55 92
a 1 51 91
a 7 5 94
a 19 11 91
a 63 54 90
a 91 41 90
a 57 2 97
a 82 83 97
a 94 38 96
a 35 26 93
a 51 80 97
a 10 61 99
a 11 17 93
a 1 10 99
a 1 63 90
a 10 32 95
a 73 83 95
a 7 16 91
a 39 27 93
a 72 47 94
a 77 13 99
a 33 7 91
a 76 79 93
a 14 30 99
a 79 5 98
a 16 41 96
a 22 4 91
a 1 63 97
a 54 7 91
a 86 33 96
a 39 27 99
a 38 44 99
a 32 4 98
a 60 79 96
a 33 11 90
a 32 80 98
a 33 27 91
a 1 7 95
a 57 26 94
a 82 94 92
a 52 57 93
a 77 13 95
a 26 1 91
a 14 63 94
a 73 17 99
a 63 1 92
a 2 64 91
a 10 8 91
a 13 63 92
a 64 66 93
a 10 66 91
a 22 8 91
a 52 1 94
a 2 13 92
a 94 91 99
a 2 29 96
a 95 60 98
a 13 63 99
a 41 5 98
a 11 86 93
a 13 39 94
a 32 5 95
a 51 1 95
a 36 58 91
a 42 35 96
a 80 61 96
a 10 70 92
a 10 52 93
a 57 70 99
a 63 66 90
a 27 52 91
a 13 1 97
a 83 97 99
a 30 42 92
a 2 44 96
a 69 13 91
a 19 13 91
a 32 94 95
a 27 77 91
a 38 88 91
a 63 5 91
a 22 38 93
a 39 29 99
a 36 29 96
a 64 14 93
a 63 2 97
a 10 1 97
a 1 7 95
a 83 82 97
a 58 82 90
a 79 61 96
a 63 76 97
a 4 22 91
a 1 13 97
a 38 19 95
a 20 1 96
a 76 26 95
a 51 60 91
a 16 4 99
a 51 64 90
a 44 47 91
a 67 61 97
a 8 5 94
a 2 1 99
a 51 29 91
a 38 22 90
a 19 8 97
a 48 70 97
a 16 39 96
a 52 1 95
a 85 35 96
a 29 16 95
a 4 7 97
a 27 1 98
a 79 76 93
a 60 61 90
a 14 41 94
a 77 42 91
a 17 4 91
a 17 67 91
a 33 35 98
a 35 30 96
a 5 48 90
a 30 11 92
a 82 54 93
a 66 22 92
a 1 52 96
a 44 19 94
a 92 91 91
a 51 58 91
a 67 66 96
a 42 30 95
a 16 14 94
a 55 13 93
a 55 66 97
a 29 41 97
a 51 52 90
a 17 13 94
a 29 20 90
a 66 61 93
a 13 63 99
a 82 72 98
a 26 29 97
a 51 26 99
a 27 52 93
a 2 89 92
a 33 51 90
a 1 13 96
a 58 70 94
a 79 8 91
a 32 51 94
a 52 80 92
a 63 69 90
a 55 13 98
a 85 67 96
a 19 38 94
a 52 67 99
a 94 69 90
a 55 52 95
a 4 7 97
a 14 20 96
a 13 63 92
a 63 14 93
a 19 69 92
a 41 42 91
a 44 23 93
a 42 51 98
a 1 4 98
a 39 51 91
a 44 19 96
a 41 39 90
a 91 41 91
a 92 67 94
a 54 52 90
a 10 11 98
a 35 95 98
a 14 66 96
a 63 70 93
a 69 14 94
a 2 33 93
a 8 44 97
a 5 79 92
a 51 1 96
a 79 63 98
a 95 70 92
a 69 22 99
a 45 27 91
a 94 19 93
a 2 52 95
a 30 29 91
a 26 27 94
a 58 83 97
a 51 60 94
a 94 69 96
a 36 1 96
a 2 57 96
a 26 41 96
a 27 33 97
a 22 16 99
a 89 58 92
a 35 32 91
a 67 20 99
a 73 64 91
a 54 47 90
a 63 2 93
a 2 89 97
a 27 52 92
a 95 20 93
a 73 23 94
a 88 27 99
a 98 77 95
a 54 51 97
a 14 39 93
a 4 54 90
a 8 17 99
a 2 66 95
a 88 63 99
a 32 44 96
a 35 79 95
a 57 95 98
a 7 32 95
a 51 86 94
a 51 2 98
a 57 72 94
a 38 1 90
a 20 92 97
a 69 51 90
a 55 16 91
a 30 16 96
a 42 51 98
a 1 2 95
a 77 32 93
a 16 13 96
a 91 19 94
a 19 94 99
a 23 95 95
a 42 39 98
a 82 60 94
a 27 39 98
a 38 98 99
a 4 1 91
a 7 58 96
a 58 2 92
a 72 55 99
a 5 22 90
a 41 13 99
a 17 10 92
a 60 10 91
a 38 97 95
a 2 13 96
a 1 2 95
a 89 67 99
a 26 29 95
a 14 77 91
a 35 51 92
a 5 33 94
a 29 61 90
a 33 2 99
a 70 52 93
a 27 76 96
a 5 16 91
a 83 20 90
a 69 7 92
a 54 4 95
a 80 27 91
a 54 55 96
a 33 36 94
a 38 85 92
a 79 77 99
a 36 35 93
a 66 91 94
a 38 2 90
a 36 32 97
a 55 92 91
a 26 79 97
a 29 26 95
a 7 8 90
a 17 27 99
a 63 22 96
a 5 89 93
a 27 80 99
a 77 32 97
a 45 8 94
a 82 32 91
a 89 42 99
a 14 63 96
a 17 13 93
a 30 33 98
a 27 2 94
a 27 1 97
a 97 48 99
a 30 17 97
a 33 27 95
a 2 30 91
a 8 23 93
a 32 7 99
a 11 8 91
a 38 19 98
a 51 54 90
a 60 54 97
a 19 7 90
a 11 57 97
a 51 54 94
a 4 16 97
a 58 33 98
a 91 45 95
a 98 48 94
a 69 13 94
a 47 67 92
a 51 39 96
a 66 79 92
a 73 60 93
a 44 7 91
a 17 52 96
a 1 79 97
a 60 70 93
a 26 27 96
a 19 13 92
a 13 7 95
a 2 10 95
a 20 8 98
a 51 39 96
a 94 26 91
a 41 97 98
a 7 20 90
a 19 32 94
a 69 57 97
a 54 27 97
a 94 22 90
a 76 79 99
a 16 4 96
a 7 1 99
a 76 92 95
a 7 20 94
a 27 2 94
a 32 1 95
a 14 64 98
a 4 26 91
a 77 2 96
a 16 38 92
a 26 27 93
a 7 51 93
a 82 85 90
a 16 17 92
a 77 29 96
a 16 19 99
a 19 63 95
a 10 33 94
a 26 88 93
a 4 17 90
a 10 30 92
a 39 27 90
a 63 64 91
a 41 22 98
a 76 11 92
a 11 4 99
a 54 51 99
a 82 35 98
a 1 19 97
a 26 63 91
a 7 1 94
a 4 13 91
a 51 76 96
a 29 1 94
a 1 2 91
a 22 19 96
a 11 20 97
a 54 67 94
a 51 76 93
a 51 57 97
a 54 60 97
a 58 69 99
a 51 16 91
a 4 10 96
a 44 94 97
a 17 11 91
a 38 13 95
a 23 22 98
a 77 61 97
a 94 91 98
a 7 51 94
a 47 72 90
a 38 48 93
a 30 41 91
a 11 2 91
a 82 76 98
a 16 38 91
a 51 55 97
a 91 5 98
a 57 69 98
a 7 8 97
a 30 32 96
a 5 77 91
a 55 54 98
a 33 36 92
a 2 36 93
a 69 63 96
a 14 13 91
a 30 67 99
a 22 7 93
a 69 16 91
a 66 10 93
a 19 45 97
a 76 88 99
a 82 63 98
a 1 26 98
a 52 7 94
a 85 82 96
a 88 89 91
a 7 1 95
a 39 95 91
a 19 13 94
a 82 19 99
a 19 10 90
a 61 52 91
a 4 5 90
a 51 54 96
a 64 8 95
a 86 29 92
a 41 42 91
a 1 38 98
a 14 20 92
a 47 13 98
a 27 11 97
a 22 19 97
a 42 17 95
a 1 38 92
a 52 13 94
a 7 20 94
a 13 1 99
a 36 33 94
a 66 80 97
a 36 10 95
a 69 52 92
a 55 52 96
a 57 33 96
a 91 88 90
a 26 76 99
a 39 2 96
a 4 85 90
a 14 8 99
a 76 26 94
a 47 26 92
a 82 1 90
a 39 95 99
a 69 94 91
a 45 91 98
a 66 54 94
a 95 45 93
a 77 80 94
a 76 14 92
a 22 7 90
a 91 7 92
a 16 41 93
a 48 19 96
a 82 83 99
a 54 1 94
a 70 79 92
a 76 52 99
a 58 98 91
a 1 7 98
a 33 7 96
a 58 82 95
a 14 13 97
a 32 11 97
